scenario_id,fill_assumption,min_fill_quality_score,summary_level,market,year,turnover_bucket,day0_volume_shock_bucket,range_pct_bucket,fill_quality_score_bucket,candidate_trades,fillable_trades,skipped_trades,fillable_ratio,raw_win_rate,win_rate,average_gross_return,median_gross_return,average_net_return,median_net_return,profit_factor,total_net_pnl,max_drawdown,average_turnover_twd,average_volume_ratio_20d,average_range_pct,average_fill_quality_score
optimistic_score_ge_50,optimistic,50.0,by_range_pct_bucket,,,,,1_2pct,,47,40,7,0.851063829787234,0.4,0.325,-0.06610572669803694,-0.021811521811521812,-0.07064900660677467,-0.02652447868797869,0.09742764750009193,-241298.01361999998,-247357.56884999998,588943829.05,4.446730305266313,0.016175321819871108,83.625
optimistic_score_ge_50,optimistic,50.0,by_range_pct_bucket,,,,,2_3pct,,74,70,4,0.9459459459459459,0.5714285714285714,0.5571428571428572,-0.0374899175044325,0.011530197367671791,-0.042143738066060255,0.006687241128135237,0.32255439204049374,-252735.57770000002,-307630.8845599999,569654256.4285715,5.66813950743313,0.025398313079636785,80.28571428571429
optimistic_score_ge_50,optimistic,50.0,by_range_pct_bucket,,,,,3_5pct,,317,317,0,1.0,0.6025236593059937,0.5646687697160884,-0.006885076176538586,0.01008827238335435,-0.011657500959248744,0.005250938209331652,0.6090313434886572,-330407.78520000004,-484863.61315000005,967499808.9747634,8.41288319598128,0.0413737223693387,85.15772870662461
optimistic_score_ge_50,optimistic,50.0,by_range_pct_bucket,,,,,>=5pct,,3857,3853,4,0.9989629245527613,0.7511030365948611,0.7004931222424086,0.01986459785670455,0.018475750577367205,0.014988786994215395,0.01360571362586605,3.069162651301582,4703381.13682,-352378.88521,1008955025.2431871,6.020140762046008,0.09315189513069073,89.19283675058396
optimistic_score_ge_50,optimistic,50.0,by_fill_quality_score_bucket,,,,,,40_50,25,10,15,0.4,0.9,0.9,0.05821295491403293,0.09314236734951437,0.053187982602823126,0.08798120525921863,18.096058072018945,47485.64589999999,-2777.5786499999995,490103273.2,4.237398674714255,0.003343698586022503,50.0
optimistic_score_ge_50,optimistic,50.0,by_fill_quality_score_bucket,,,,,,50_60,216,216,0,1.0,0.7129629629629629,0.6712962962962963,0.015511610273015727,0.01727158051661363,0.010652207676449345,0.01240623862417935,2.0022101554716354,197334.12652,-80669.07085,152407853.8472222,18.405617107742277,0.08129347192141939,55.06944444444444
optimistic_score_ge_50,optimistic,50.0,by_fill_quality_score_bucket,,,,,,60_70,210,210,0,1.0,0.6142857142857143,0.5523809523809524,0.006828959930337181,0.008905390139328395,0.0020042631537410473,0.004072668023175154,1.152107026802852,46944.56325999998,-92886.50895000002,273093589.11904764,14.42058665347124,0.0729206707195701,66.0
optimistic_score_ge_50,optimistic,50.0,by_fill_quality_score_bucket,,,,,,70_80,902,902,0,1.0,0.738359201773836,0.6840354767184036,0.01773283478467184,0.018596519230541862,0.012865105575524716,0.013726011402061977,2.0733082125723183,927709.50505,-284436.60137,167232950.29600886,4.837151564507139,0.08499347045325786,79.95565410199556
optimistic_score_ge_50,optimistic,50.0,by_fill_quality_score_bucket,,,,,,<40,41,0,41,0.0,,,,,,,,0.0,0.0,,,,
optimistic_score_ge_50,optimistic,50.0,by_fill_quality_score_bucket,,,,,,>=80,2960,2960,0,1.0,0.7422297297297298,0.6949324324324324,0.01634532626830848,0.0175182855096926,0.011483156586206739,0.012651981714490307,2.126091196041437,2705719.08635,-540020.5299,1361521604.962838,5.102145394827544,0.08951839875979259,95.38344594594595
optimistic_score_ge_60,optimistic,60.0,overall,,,,,,,4354,4075,279,0.9359209921910887,0.7347239263803681,0.6851533742331288,0.016159312821105727,0.017366136034732273,0.011297854602945922,0.012500425470332852,2.026449983641379,3679166.16616,-810132.0122500001,1040267382.3334969,5.52316047379474,0.08760011609864402,90.4282208588957
optimistic_score_ge_60,optimistic,60.0,by_market,TPEX,,,,,,1670,1552,118,0.9293413173652695,0.7596649484536082,0.7158505154639175,0.02380718864504263,0.019681517896130603,0.01891635628430757,0.01480677965785359,5.585427946192923,2316436.19875,-28466.582050000317,624151922.5528351,5.1847269445263295,0.09173839680914261,89.375
